league,player_id,salary,season,season_end,season_start,team,adjusted_salary
NBA,abdelal01,395000,1990-91,1991,1990,Portland Trail Blazers,65767.1893038237
NBA,abdelal01,494000,1991-92,1992,1991,Portland Trail Blazers,72561.6418460971
NBA,abdelal01,500000,1992-93,1993,1992,Boston Celtics,1077901.5982967492
NBA,abdelal01,805000,1993-94,1994,1993,Boston Celtics,114669.69386260437
NBA,abdelal01,650000,1994-95,1995,1994,Sacramento Kings,185076.22540942498
NBA,abdulka01,1530000,1984-85,1985,1984,Los Angeles Lakers,4631400.0
NBA,abdulka01,2030000,1985-86,1986,1985,Los Angeles Lakers,13040255.413659077
NBA,abdulka01,2000000,1987-88,1988,1987,Los Angeles Lakers,453568.5147742187
NBA,abdulka01,3000000,1988-89,1989,1988,Los Angeles Lakers,1939948.373773877
NBA,abdulma02,1660000,1990-91,1991,1990,Denver Nuggets,65767.1893038237
NBA,abdulma02,2008000,1991-92,1992,1991,Denver Nuggets,72561.6418460971
NBA,abdulma02,2358000,1992-93,1993,1992,Denver Nuggets,1077901.5982967492
NBA,abdulma02,1825000,1993-94,1994,1993,Denver Nuggets,114669.69386260437
NBA,abdulma02,2200000,1994-95,1995,1994,Denver Nuggets,185076.22540942498
NBA,abdulma02,2600000,1995-96,1996,1995,Denver Nuggets,2195932.6788218794
NBA,abdulma02,3100000,1996-97,1997,1996,Sacramento Kings,2871921.8599532256
NBA,abdulma02,3300000,1997-98,1998,1997,Sacramento Kings,1374603.277747772
NBA,abdulma02,798500,2000-01,2001,2000,Vancouver Grizzlies,7593113.482056255
NBA,abdulta01,1226880,1997-98,1998,1997,Sacramento Kings,1374603.277747772
NBA,abdulta01,1411000,1998-99,1999,1998,Sacramento Kings,905991.694152523
NBA,abdulta01,1594920,1999-00,2000,1999,Denver Nuggets,1412443.7054130677
NBA,abdulta01,4500000,2000-01,2001,2000,Denver Nuggets,7593113.482056255
NBA,abdulta01,5062500,2001-02,2002,2001,Denver Nuggets,8713141.71759002
NBA,abdulta01,5625000,2002-03,2003,2002,Dallas Mavericks,12172864.993043823
NBA,abdulta01,6187500,2003-04,2004,2003,Dallas Mavericks,2054044.9692242062
NBA,abdulta01,6750000,2004-05,2005,2004,Dallas Mavericks,1162146.4782168185
NBA,abdulta01,3656250,2005-06,2006,2005,Dallas Mavericks,1901593.929649636
NBA,abdulta01,1968750,2006-07,2007,2006,Dallas Mavericks,3023753.773834478
NBA,abdursh01,2186000,1996-97,1997,1996,Vancouver Grizzlies,2871921.8599532256
NBA,abdursh01,9000000,1999-00,2000,1999,Vancouver Grizzlies,1412443.7054130677
NBA,abdursh01,10130000,2000-01,2001,2000,Vancouver Grizzlies,7593113.482056255
NBA,abdursh01,11250000,2001-02,2002,2001,Atlanta Hawks,8713141.71759002
NBA,abdursh01,12375000,2002-03,2003,2002,Atlanta Hawks,12172864.993043823
NBA,abdursh01,13500000,2003-04,2004,2003,Atlanta Hawks,2054044.9692242062
NBA,abdursh01,14625000,2004-05,2005,2004,Portland Trail Blazers,1162146.4782168185
NBA,abdursh01,5000000,2005-06,2006,2005,Sacramento Kings,1901593.929649636
NBA,abdursh01,5400000,2006-07,2007,2006,Sacramento Kings,3023753.773834478
NBA,abdursh01,5800000,2007-08,2008,2007,Sacramento Kings,614557.5801130238
NBA,abdursh01,6600000,2009-10,2010,2009,Sacramento Kings,1922425.2246942683
NBA,abrinal01,5994764,2016-17,2017,2016,Oklahoma City Thunder,396832.5696172363
NBA,abrinal01,5725000,2017-18,2018,2017,Oklahoma City Thunder,521475.3144677591
NBA,ackeral01,398762,2005-06,2006,2005,Detroit Pistons,1901593.929649636
NBA,ackeral01,839209,2006-07,2007,2006,Detroit Pistons,3023753.773834478
NBA,ackeral01,711517,2008-09,2009,2008,Los Angeles Clippers,235998.7720890502
NBA,acresma01,75000,1987-88,1988,1987,Boston Celtics,453568.5147742187
NBA,acresma01,300000,1988-89,1989,1988,Boston Celtics,1939948.373773877
NBA,acresma01,437000,1990-91,1991,1990,Orlando Magic,65767.1893038237
NBA,acresma01,547000,1991-92,1992,1991,Orlando Magic,72561.6418460971
NBA,acresma01,250000,1992-93,1993,1992,Houston Rockets,1077901.5982967492
NBA,acyqu01,665000,2012-13,2013,2012,Toronto Raptors,1371581.766737486
NBA,acyqu01,788872,2013-14,2014,2013,Toronto Raptors,1322704.6479667001
NBA,acyqu01,915243,2014-15,2015,2014,New York Knicks,497394.3964562569
NBA,acyqu01,981348,2015-16,2016,2015,Sacramento Kings,52983.52981856253
NBA,acyqu01,1914544,2016-17,2017,2016,Brooklyn Nets,396832.5696172363
NBA,acyqu01,1050961,2016-17,2017,2016,Dallas Mavericks,396832.5696172363
NBA,acyqu01,1709538,2017-18,2018,2017,Brooklyn Nets,521475.3144677591
NBA,adamsal01,500000,1984-85,1985,1984,Phoenix Suns,4631400.0
NBA,adamsal01,600000,1985-86,1986,1985,Phoenix Suns,13040255.413659077
NBA,adamsal01,675000,1987-88,1988,1987,Phoenix Suns,453568.5147742187
NBA,adamsha01,412718,2006-07,2007,2006,New Jersey Nets,3023753.773834478
NBA,adamsha01,297163,2008-09,2009,2008,Los Angeles Clippers,235998.7720890502
NBA,adamsjo01,1344120,2014-15,2015,2014,Memphis Grizzlies,497394.3964562569
NBA,adamsjo01,1404600,2015-16,2016,2015,Memphis Grizzlies,52983.52981856253
NBA,adamsjo01,1465080,2016-17,2017,2016,Memphis Grizzlies,396832.5696172363
NBA,adamsmi01,85000,1985-86,1986,1985,Sacramento Kings,13040255.413659077
NBA,adamsmi01,160000,1987-88,1988,1987,Denver Nuggets,453568.5147742187
NBA,adamsmi01,375000,1988-89,1989,1988,Denver Nuggets,1939948.373773877
NBA,adamsmi01,825000,1990-91,1991,1990,Denver Nuggets,65767.1893038237
NBA,adamsmi01,1309000,1991-92,1992,1991,Washington Bullets,72561.6418460971
NBA,adamsmi01,1309000,1992-93,1993,1992,Washington Bullets,1077901.5982967492
NBA,adamsmi01,1309000,1993-94,1994,1993,Washington Bullets,114669.69386260437
NBA,adamsmi01,1240000,1994-95,1995,1994,Charlotte Hornets,185076.22540942498
NBA,adamsst01,2090880,2013-14,2014,2013,Oklahoma City Thunder,1322704.6479667001
NBA,adamsst01,2184960,2014-15,2015,2014,Oklahoma City Thunder,497394.3964562569
NBA,adamsst01,2279040,2015-16,2016,2015,Oklahoma City Thunder,52983.52981856253
NBA,adamsst01,3140517,2016-17,2017,2016,Oklahoma City Thunder,396832.5696172363
NBA,adamsst01,22471910,2017-18,2018,2017,Oklahoma City Thunder,521475.3144677591
NBA,addisra01,311000,1991-92,1992,1991,New Jersey Nets,72561.6418460971
NBA,addisra01,522000,1992-93,1993,1992,New Jersey Nets,1077901.5982967492
NBA,addisra01,250000,1994-95,1995,1994,Detroit Pistons,185076.22540942498
NBA,addisra01,360000,1995-96,1996,1995,Charlotte Hornets,2195932.6788218794
NBA,addisra01,290000,1996-97,1997,1996,Charlotte Hornets,2871921.8599532256
NBA,adebaba01,2490360,2017-18,2018,2017,Miami Heat,521475.3144677591
NBA,adrieje01,342666,2010-11,2011,2010,Golden State Warriors,2677082.6790611977
NBA,adrieje01,270427,2011-12,2012,2011,Houston Rockets,206409.61107801038
NBA,adrieje01,804131,2012-13,2013,2012,Charlotte Bobcats,1371581.766737486
NBA,adrieje01,916099,2013-14,2014,2013,Charlotte Bobcats,1322704.6479667001
NBA,adrieje01,981084,2014-15,2015,2014,Houston Rockets,497394.3964562569
NBA,afflaar01,944520,2007-08,2008,2007,Detroit Pistons,614557.5801130238
NBA,afflaar01,1015440,2008-09,2009,2008,Detroit Pistons,235998.7720890502
NBA,afflaar01,1086240,2009-10,2010,2009,Denver Nuggets,1922425.2246942683
NBA,afflaar01,1959577,2010-11,2011,2010,Denver Nuggets,2677082.6790611977
NBA,afflaar01,7562500,2011-12,2012,2011,Denver Nuggets,206409.61107801038
NBA,afflaar01,7750000,2012-13,2013,2012,Orlando Magic,1371581.766737486
NBA,afflaar01,7312500,2013-14,2014,2013,Orlando Magic,1322704.6479667001
NBA,afflaar01,7750000,2014-15,2015,2014,Portland Trail Blazers,497394.3964562569
NBA,afflaar01,8000000,2015-16,2016,2015,New York Knicks,52983.52981856253
NBA,afflaar01,12500000,2016-17,2017,2016,Sacramento Kings,396832.5696172363
NBA,afflaar01,1500000,2017-18,2018,2017,Sacramento Kings,521475.3144677591
NBA,afflaar01,1471382,2017-18,2018,2017,Orlando Magic,521475.3144677591
NBA,agerma01,906480,2006-07,2007,2006,Dallas Mavericks,3023753.773834478
NBA,agerma01,974400,2007-08,2008,2007,New Jersey Nets,614557.5801130238
NBA,agerma01,1042440,2008-09,2009,2008,New Jersey Nets,235998.7720890502
NBA,agerma01,83305,2010-11,2011,2010,Minnesota Timberwolves,2677082.6790611977
NBA,aguirma01,800000,1984-85,1985,1984,Dallas Mavericks,4631400.0
NBA,aguirma01,626240,1985-86,1986,1985,Dallas Mavericks,13040255.413659077
NBA,aguirma01,715700,1987-88,1988,1987,Dallas Mavericks,453568.5147742187
NBA,aguirma01,715700,1988-89,1989,1988,Dallas Mavericks,1939948.373773877
NBA,aguirma01,1115000,1990-91,1991,1990,Detroit Pistons,65767.1893038237
NBA,aguirma01,1232000,1991-92,1992,1991,Detroit Pistons,72561.6418460971
NBA,aguirma01,1351000,1992-93,1993,1992,Detroit Pistons,1077901.5982967492
NBA,aguirma01,1471000,1993-94,1994,1993,Detroit Pistons,114669.69386260437
NBA,aguirma01,150000,1993-94,1994,1993,Los Angeles Clippers,114669.69386260437
NBA,ahearbl01,125562,2008-09,2009,2008,San Antonio Spurs,235998.7720890502
NBA,aingeda01,400000,1984-85,1985,1984,Boston Celtics,4631400.0
NBA,aingeda01,550000,1985-86,1986,1985,Boston Celtics,13040255.413659077
NBA,aingeda01,625000,1987-88,1988,1987,Boston Celtics,453568.5147742187
NBA,aingeda01,675000,1988-89,1989,1988,Boston Celtics,1939948.373773877
NBA,aingeda01,725000,1990-91,1991,1990,Portland Trail Blazers,65767.1893038237
NBA,aingeda01,725000,1991-92,1992,1991,Portland Trail Blazers,72561.6418460971
NBA,aingeda01,1330000,1992-93,1993,1992,Phoenix Suns,1077901.5982967492
NBA,aingeda01,1690000,1993-94,1994,1993,Phoenix Suns,114669.69386260437
NBA,aingeda01,2080000,1994-95,1995,1994,Phoenix Suns,185076.22540942498
NBA,ajincal01,1276320,2008-09,2009,2008,Charlotte Bobcats,235998.7720890502
NBA,ajincal01,1372080,2009-10,2010,2009,Charlotte Bobcats,1922425.2246942683
NBA,ajincal01,1467840,2010-11,2011,2010,Toronto Raptors,2677082.6790611977
NBA,ajincal01,981084,2014-15,2015,2014,New Orleans Pelicans,497394.3964562569
NBA,ajincal01,4300000,2015-16,2016,2015,New Orleans Pelicans,52983.52981856253
NBA,ajincal01,4600000,2016-17,2017,2016,New Orleans Pelicans,396832.5696172363
NBA,ajincal01,4961798,2017-18,2018,2017,New Orleans Pelicans,521475.3144677591
NBA,akognjo01,788872,2013-14,2014,2013,Memphis Grizzlies,1322704.6479667001
NBA,alabiso01,770000,2010-11,2011,2010,Toronto Raptors,2677082.6790611977
NBA,alabiso01,830000,2011-12,2012,2011,Toronto Raptors,206409.61107801038
NBA,alarima01,232500,1987-88,1988,1987,Washington Bullets,453568.5147742187
NBA,alarima01,250000,1988-89,1989,1988,Washington Bullets,1939948.373773877
NBA,alarima01,500000,1990-91,1991,1990,Washington Bullets,65767.1893038237
NBA,alarima01,550000,1991-92,1992,1991,Washington Bullets,72561.6418460971
NBA,aldemfu01,3000000,2014-15,2015,2014,Philadelphia 76ers,497394.3964562569
NBA,aldemfu01,3000000,2015-16,2016,2015,Philadelphia 76ers,52983.52981856253
NBA,aldrico01,2126520,2010-11,2011,2010,Oklahoma City Thunder,2677082.6790611977
NBA,aldrico01,2286000,2011-12,2012,2011,Oklahoma City Thunder,206409.61107801038
NBA,aldrico01,2445480,2012-13,2013,2012,Sacramento Kings,1371581.766737486
NBA,aldrico01,981084,2014-15,2015,2014,New York Knicks,497394.3964562569
NBA,aldrico01,1100600,2015-16,2016,2015,Los Angeles Clippers,52983.52981856253
NBA,aldrico01,7643979,2016-17,2017,2016,Minnesota Timberwolves,396832.5696172363
NBA,aldrico01,7300000,2017-18,2018,2017,Minnesota Timberwolves,521475.3144677591
NBA,aldrila01,4027320,2006-07,2007,2006,Portland Trail Blazers,3023753.773834478
NBA,aldrila01,4329360,2007-08,2008,2007,Portland Trail Blazers,614557.5801130238
NBA,aldrila01,4631400,2008-09,2009,2008,Portland Trail Blazers,235998.7720890502
NBA,aldrila01,5844827,2009-10,2010,2009,Portland Trail Blazers,1922425.2246942683
NBA,aldrila01,11244000,2010-11,2011,2010,Portland Trail Blazers,2677082.6790611977
NBA,aldrila01,12372000,2011-12,2012,2011,Portland Trail Blazers,206409.61107801038
NBA,aldrila01,13500000,2012-13,2013,2012,Portland Trail Blazers,1371581.766737486
NBA,aldrila01,14128000,2013-14,2014,2013,Portland Trail Blazers,1322704.6479667001
NBA,aldrila01,16006000,2014-15,2015,2014,Portland Trail Blazers,497394.3964562569
NBA,aldrila01,19500000,2015-16,2016,2015,San Antonio Spurs,52983.52981856253
NBA,aldrila01,20575005,2016-17,2017,2016,San Antonio Spurs,396832.5696172363
NBA,aldrila01,21461010,2017-18,2018,2017,San Antonio Spurs,521475.3144677591
NBA,alexacl01,525093,2015-16,2016,2015,Portland Trail Blazers,52983.52981856253
NBA,alexacl01,51449,2016-17,2017,2016,Brooklyn Nets,396832.5696172363
NBA,alexaco01,490000,1995-96,1996,1995,San Antonio Spurs,2195932.6788218794
NBA,alexaco01,521000,1996-97,1997,1996,San Antonio Spurs,2871921.8599532256
NBA,alexaco01,562380,1997-98,1998,1997,San Antonio Spurs,1374603.277747772
NBA,alexaco01,1980000,1999-00,2000,1999,Denver Nuggets,1412443.7054130677
NBA,alexaco01,2160000,2000-01,2001,2000,Denver Nuggets,7593113.482056255
NBA,alexaco01,1995741,2001-02,2002,2001,Denver Nuggets,8713141.71759002
NBA,alexaco01,2149259,2002-03,2003,2002,Denver Nuggets,12172864.993043823
NBA,alexaco01,2302778,2003-04,2004,2003,Denver Nuggets,2054044.9692242062
NBA,alexaco02,1319400,2000-01,2001,2000,Dallas Mavericks,7593113.482056255
NBA,alexaco02,1418400,2001-02,2002,2001,Washington Wizards,8713141.71759002
NBA,alexaco02,1517280,2002-03,2003,2002,New Orleans Hornets,12172864.993043823
NBA,alexaco02,2168193,2003-04,2004,2003,New Orleans Hornets,2054044.9692242062
NBA,alexaco02,79029,2004-05,2005,2004,Sacramento Kings,1162146.4782168185
NBA,alexaga01,150000,1994-95,1995,1994,Cleveland Cavaliers,185076.22540942498
NBA,alexajo01,2403120,2008-09,2009,2008,Milwaukee Bucks,235998.7720890502
NBA,alexajo01,2583360,2009-10,2010,2009,Chicago Bulls,1922425.2246942683
NBA,alexajo01,90465,2010-11,2011,2010,New Orleans Hornets,2677082.6790611977
NBA,alexavi01,750000,1991-92,1992,1991,Golden State Warriors,72561.6418460971
NBA,alexavi01,942000,1992-93,1993,1992,Golden State Warriors,1077901.5982967492
NBA,alexavi01,1160000,1993-94,1994,1993,Golden State Warriors,114669.69386260437
NBA,alexavi01,1377500,1994-95,1995,1994,Golden State Warriors,185076.22540942498
NBA,alexavi01,1595000,1995-96,1996,1995,Toronto Raptors,2195932.6788218794
NBA,alexavi01,653350,2001-02,2002,2001,Detroit Pistons,8713141.71759002
NBA,alforst01,100000,1987-88,1988,1987,Dallas Mavericks,453568.5147742187
NBA,alforst01,150000,1988-89,1989,1988,Golden State Warriors,1939948.373773877
NBA,alforst01,250000,1990-91,1991,1990,Dallas Mavericks,65767.1893038237
NBA,allenja01,1713720,2017-18,2018,2017,Brooklyn Nets,521475.3144677591
NBA,allenje01,200000,1995-96,1996,1995,Minnesota Timberwolves,2195932.6788218794
NBA,allenje01,247500,1996-97,1997,1996,Indiana Pacers,2871921.8599532256
NBA,allenje01,35000,1997-98,1998,1997,Cleveland Cavaliers,1374603.277747772
NBA,allenje01,510000,1999-00,2000,1999,Milwaukee Bucks,1412443.7054130677
NBA,allenla01,473604,2011-12,2012,2011,Philadelphia 76ers,206409.61107801038
NBA,allenla01,3000000,2012-13,2013,2012,Philadelphia 76ers,1371581.766737486
NBA,allenla01,3060000,2013-14,2014,2013,Philadelphia 76ers,1322704.6479667001
NBA,allenla01,948163,2014-15,2015,2014,Indiana Pacers,497394.3964562569
NBA,allenla01,3700000,2015-16,2016,2015,Indiana Pacers,52983.52981856253
NBA,allenla01,4000000,2016-17,2017,2016,Indiana Pacers,396832.5696172363
NBA,allenma01,332817,2001-02,2002,2001,Miami Heat,8713141.71759002
NBA,allenma01,512435,2002-03,2003,2002,Miami Heat,12172864.993043823
NBA,allenma01,1510000,2003-04,2004,2003,Miami Heat,2054044.9692242062
NBA,allenma01,1950625,2004-05,2005,2004,Miami Heat,1162146.4782168185
NBA,allenma01,1670000,2005-06,2006,2005,Chicago Bulls,1901593.929649636
NBA,allenma01,1803600,2006-07,2007,2006,Chicago Bulls,3023753.773834478
NBA,allenma01,998398,2007-08,2008,2007,Dallas Mavericks,614557.5801130238
NBA,allenma01,1300000,2008-09,2009,2008,Milwaukee Bucks,235998.7720890502
NBA,allenma01,1300000,2009-10,2010,2009,Denver Nuggets,1922425.2246942683
NBA,allenma01,1229255,2010-11,2011,2010,Orlando Magic,2677082.6790611977
NBA,allenra02,1785000,1996-97,1997,1996,Milwaukee Bucks,2871921.8599532256
NBA,allenra02,2052360,1997-98,1998,1997,Milwaukee Bucks,1374603.277747772
NBA,allenra02,2320000,1998-99,1999,1998,Milwaukee Bucks,905991.694152523
NBA,allenra02,9000000,1999-00,2000,1999,Milwaukee Bucks,1412443.7054130677
NBA,allenra02,10130000,2000-01,2001,2000,Milwaukee Bucks,7593113.482056255
NBA,allenra02,11250000,2001-02,2002,2001,Milwaukee Bucks,8713141.71759002
NBA,allenra02,12375000,2002-03,2003,2002,Milwaukee Bucks,12172864.993043823
NBA,allenra02,13500000,2003-04,2004,2003,Seattle SuperSonics,2054044.9692242062
NBA,allenra02,14625000,2004-05,2005,2004,Seattle SuperSonics,1162146.4782168185
NBA,allenra02,13223140,2005-06,2006,2005,Seattle SuperSonics,1901593.929649636
NBA,allenra02,14611570,2006-07,2007,2006,Seattle SuperSonics,3023753.773834478
NBA,allenra02,16000000,2007-08,2008,2007,Boston Celtics,614557.5801130238
NBA,allenra02,18388430,2008-09,2009,2008,Boston Celtics,235998.7720890502
NBA,allenra02,18776860,2009-10,2010,2009,Boston Celtics,1922425.2246942683
NBA,allenra02,10000000,2010-11,2011,2010,Boston Celtics,2677082.6790611977
NBA,allenra02,10000000,2011-12,2012,2011,Boston Celtics,206409.61107801038
NBA,allenra02,3090000,2012-13,2013,2012,Miami Heat,1371581.766737486
NBA,allenra02,3229050,2013-14,2014,2013,Miami Heat,1322704.6479667001
NBA,allento01,901920,2004-05,2005,2004,Boston Celtics,1162146.4782168185
NBA,allento01,969696,2005-06,2006,2005,Boston Celtics,1901593.929649636
NBA,allento01,1037280,2006-07,2007,2006,Boston Celtics,3023753.773834478
NBA,allento01,1868141,2007-08,2008,2007,Boston Celtics,614557.5801130238
NBA,allento01,2500000,2008-09,2009,2008,Boston Celtics,235998.7720890502
NBA,allento01,2500000,2009-10,2010,2009,Boston Celtics,1922425.2246942683
NBA,allento01,3000000,2010-11,2011,2010,Memphis Grizzlies,2677082.6790611977
NBA,allento01,3150000,2011-12,2012,2011,Memphis Grizzlies,206409.61107801038
NBA,allento01,3300000,2012-13,2013,2012,Memphis Grizzlies,1371581.766737486
NBA,allento01,4494382,2013-14,2014,2013,Memphis Grizzlies,1322704.6479667001
NBA,allento01,4831461,2014-15,2015,2014,Memphis Grizzlies,497394.3964562569
NBA,allento01,5168539,2015-16,2016,2015,Memphis Grizzlies,52983.52981856253
NBA,allento01,5505618,2016-17,2017,2016,Memphis Grizzlies,396832.5696172363
NBA,allento01,1471382,2017-18,2018,2017,Chicago Bulls,521475.3144677591
NBA,almonmo01,1005960,2007-08,2008,2007,Utah Jazz,614557.5801130238
NBA,almonmo01,1081440,2008-09,2009,2008,Utah Jazz,235998.7720890502
NBA,alstode01,150000,1994-95,1995,1994,Philadelphia 76ers,185076.22540942498
NBA,alstode01,350000,1995-96,1996,1995,Philadelphia 76ers,2195932.6788218794
NBA,alstora01,301875,1999-00,2000,1999,Milwaukee Bucks,1412443.7054130677
NBA,alstora01,423500,2000-01,2001,2000,Milwaukee Bucks,7593113.482056255
NBA,alstora01,625000,2001-02,2002,2001,Milwaukee Bucks,8713141.71759002
NBA,alstora01,37344,2002-03,2003,2002,Toronto Raptors,12172864.993043823
NBA,alstora01,688679,2003-04,2004,2003,Miami Heat,2054044.9692242062
NBA,alstora01,3500000,2004-05,2005,2004,Toronto Raptors,1162146.4782168185
NBA,alstora01,3850000,2005-06,2006,2005,Houston Rockets,1901593.929649636
NBA,alstora01,4200000,2006-07,2007,2006,Houston Rockets,3023753.773834478
NBA,alstora01,4550000,2007-08,2008,2007,Houston Rockets,614557.5801130238
NBA,alstora01,4900000,2008-09,2009,2008,Orlando Magic,235998.7720890502
NBA,alstora01,4300000,2009-10,2010,2009,New Jersey Nets,1922425.2246942683
NBA,alstora01,753133,2009-10,2010,2009,Miami Heat,1922425.2246942683
NBA,amaecjo01,200000,1995-96,1996,1995,Cleveland Cavaliers,2195932.6788218794
NBA,amaecjo01,385000,1999-00,2000,1999,Orlando Magic,1412443.7054130677
NBA,amaecjo01,600000,2000-01,2001,2000,Orlando Magic,7593113.482056255
NBA,amaecjo01,2175000,2001-02,2002,2001,Utah Jazz,8713141.71759002
NBA,amaecjo01,2392500,2002-03,2003,2002,Utah Jazz,12172864.993043823
NBA,amaecjo01,2610000,2003-04,2004,2003,New York Knicks,2054044.9692242062
NBA,amaecjo01,1200000,2004-05,2005,2004,New York Knicks,1162146.4782168185
NBA,amayaas01,225000,1995-96,1996,1995,Vancouver Grizzlies,2195932.6788218794
NBA,amayaas01,247500,1996-97,1997,1996,Washington Bullets,2871921.8599532256
NBA,aminual01,2563320,2010-11,2011,2010,Los Angeles Clippers,2677082.6790611977
NBA,aminual01,2755560,2011-12,2012,2011,New Orleans Hornets,206409.61107801038
NBA,aminual01,2947800,2012-13,2013,2012,New Orleans Hornets,1371581.766737486
NBA,aminual01,3700000,2013-14,2014,2013,New Orleans Pelicans,1322704.6479667001
NBA,aminual01,981084,2014-15,2015,2014,Dallas Mavericks,497394.3964562569
NBA,aminual01,7500000,2015-16,2016,2015,Portland Trail Blazers,52983.52981856253
NBA,aminual01,7680965,2016-17,2017,2016,Portland Trail Blazers,396832.5696172363
NBA,aminual01,7319035,2017-18,2018,2017,Portland Trail Blazers,521475.3144677591
NBA,amundlo01,105696,2006-07,2007,2006,Philadelphia 76ers,3023753.773834478
NBA,amundlo01,75000,2006-07,2007,2006,Sacramento Kings,3023753.773834478
NBA,amundlo01,35232,2006-07,2007,2006,Utah Jazz,3023753.773834478
NBA,amundlo01,687456,2007-08,2008,2007,Philadelphia 76ers,614557.5801130238
NBA,amundlo01,797581,2008-09,2009,2008,Phoenix Suns,235998.7720890502
NBA,amundlo01,855189,2009-10,2010,2009,Phoenix Suns,1922425.2246942683
NBA,amundlo01,2225000,2010-11,2011,2010,Golden State Warriors,2677082.6790611977
NBA,amundlo01,2403000,2011-12,2012,2011,Indiana Pacers,206409.61107801038
NBA,amundlo01,1069509,2012-13,2013,2012,Minnesota Timberwolves,1371581.766737486
NBA,amundlo01,409167,2014-15,2015,2014,New York Knicks,497394.3964562569
NBA,amundlo01,1650000,2015-16,2016,2015,New York Knicks,52983.52981856253
NBA,amundlo01,1551659,2016-17,2017,2016,New York Knicks,396832.5696172363
NBA,anderch01,288171,2001-02,2002,2001,Denver Nuggets,8713141.71759002
NBA,anderch01,512435,2002-03,2003,2002,Denver Nuggets,12172864.993043823
NBA,anderch01,638679,2003-04,2004,2003,Denver Nuggets,2054044.9692242062
NBA,anderch01,1600000,2004-05,2005,2004,New Orleans Hornets,1162146.4782168185
NBA,anderch01,3500000,2005-06,2006,2005,New Orleans/Oklahoma City Hornets,1901593.929649636
NBA,anderch01,998398,2008-09,2009,2008,Denver Nuggets,235998.7720890502
NBA,anderch01,3650000,2009-10,2010,2009,Denver Nuggets,1922425.2246942683
NBA,anderch01,4533300,2010-11,2011,2010,Denver Nuggets,2677082.6790611977
NBA,anderch01,4234000,2011-12,2012,2011,Denver Nuggets,206409.61107801038
NBA,anderch01,4526000,2012-13,2013,2012,Denver Nuggets,1371581.766737486
NBA,anderch01,699952,2012-13,2013,2012,Miami Heat,1371581.766737486
NBA,anderch01,1399507,2013-14,2014,2013,Miami Heat,1322704.6479667001
NBA,anderch01,5375000,2014-15,2015,2014,Miami Heat,497394.3964562569
NBA,anderch01,5000000,2015-16,2016,2015,Memphis Grizzlies,52983.52981856253
NBA,anderch01,1551659,2016-17,2017,2016,Charlotte Hornets,396832.5696172363
NBA,anderda03,2300000,2009-10,2010,2009,Houston Rockets,1922425.2246942683
NBA,anderda03,2500000,2010-11,2011,2010,New Orleans Hornets,2677082.6790611977
NBA,anderal01,398762,2005-06,2006,2005,Charlotte Bobcats,1901593.929649636
NBA,anderal01,102131,2006-07,2007,2006,Charlotte Bobcats,3023753.773834478
NBA,anderal01,885120,2012-13,2013,2012,Toronto Raptors,1371581.766737486
NBA,anderal01,947907,2013-14,2014,2013,Brooklyn Nets,1322704.6479667001
NBA,anderal01,1276061,2014-15,2015,2014,Brooklyn Nets,497394.3964562569
NBA,anderal01,4000000,2015-16,2016,2015,Washington Wizards,52983.52981856253
NBA,anderal01,1315448,2016-17,2017,2016,Los Angeles Clippers,396832.5696172363
NBA,anderde01,1107240,1997-98,1998,1997,Cleveland Cavaliers,1374603.277747772
NBA,anderde01,1273000,1998-99,1999,1998,Cleveland Cavaliers,905991.694152523
NBA,anderde01,1439400,1999-00,2000,1999,Los Angeles Clippers,1412443.7054130677
NBA,anderde01,2250000,2000-01,2001,2000,San Antonio Spurs,7593113.482056255
NBA,anderde01,6495000,2001-02,2002,2001,Portland Trail Blazers,8713141.71759002
NBA,anderde01,7144500,2002-03,2003,2002,Portland Trail Blazers,12172864.993043823
NBA,anderde01,7794000,2003-04,2004,2003,Portland Trail Blazers,2054044.9692242062
NBA,anderde01,8443500,2004-05,2005,2004,Portland Trail Blazers,1162146.4782168185
NBA,anderde01,9093000,2005-06,2006,2005,Portland Trail Blazers,1901593.929649636
NBA,anderde01,1670000,2005-06,2006,2005,Houston Rockets,1901593.929649636
NBA,anderde01,9742500,2006-07,2007,2006,Portland Trail Blazers,3023753.773834478
NBA,anderde01,901397,2006-07,2007,2006,Charlotte Bobcats,3023753.773834478
NBA,anderde01,400000,2006-07,2007,2006,Miami Heat,3023753.773834478
NBA,anderde01,1219590,2007-08,2008,2007,Charlotte Bobcats,614557.5801130238
NBA,anderer01,140000,1992-93,1993,1992,New York Knicks,1077901.5982967492
NBA,anderer01,250000,1993-94,1994,1993,New York Knicks,114669.69386260437
NBA,andergr01,185000,1987-88,1988,1987,San Antonio Spurs,453568.5147742187
NBA,andergr01,200000,1988-89,1989,1988,San Antonio Spurs,1939948.373773877
NBA,andergr01,1365000,1990-91,1991,1990,Denver Nuggets,65767.1893038237
NBA,andergr01,1465000,1991-92,1992,1991,Denver Nuggets,72561.6418460971
NBA,andergr01,650000,1993-94,1994,1993,Detroit Pistons,114669.69386260437
NBA,andergr01,400000,1994-95,1995,1994,Detroit Pistons,185076.22540942498
NBA,andergr01,110000,1994-95,1995,1994,Atlanta Hawks,185076.22540942498
NBA,andergr01,485000,1995-96,1996,1995,San Antonio Spurs,2195932.6788218794
