league,player_id,salary,season,season_end,season_start,team,adjusted_salary
NBA,abdelal01,395000,1990-91,1991,1990,Portland Trail Blazers,328715.2788850974
NBA,abdelal01,494000,1991-92,1992,1991,Portland Trail Blazers,396235.57256366516
NBA,abdelal01,500000,1992-93,1993,1992,Boston Celtics,391252.84874655143
NBA,abdelal01,805000,1993-94,1994,1993,Boston Celtics,615394.0237293101
NBA,abdelal01,650000,1994-95,1995,1994,Sacramento Kings,486058.77380253025
NBA,abdulka01,1530000,1984-85,1985,1984,Los Angeles Lakers,1530000.0
NBA,abdulka01,2030000,1985-86,1986,1985,Los Angeles Lakers,1960868.0362761428
NBA,abdulka01,2000000,1987-88,1988,1987,Los Angeles Lakers,1851300.0603029337
NBA,abdulka01,3000000,1988-89,1989,1988,Los Angeles Lakers,2694372.741352607
NBA,abdulma02,1660000,1990-91,1991,1990,Denver Nuggets,1381436.361896865
NBA,abdulma02,2008000,1991-92,1992,1991,Denver Nuggets,1610609.371878218
NBA,abdulma02,2358000,1992-93,1993,1992,Denver Nuggets,1845148.4346887367
NBA,abdulma02,1825000,1993-94,1994,1993,Denver Nuggets,1395147.9419950198
NBA,abdulma02,2200000,1994-95,1995,1994,Denver Nuggets,1645122.0036393332
NBA,abdulma02,2600000,1995-96,1996,1995,Denver Nuggets,1903141.654978962
NBA,abdulma02,3100000,1996-97,1997,1996,Sacramento Kings,2225739.44146375
NBA,abdulma02,3300000,1997-98,1998,1997,Sacramento Kings,2325506.346205779
NBA,abdulma02,798500,2000-01,2001,2000,Vancouver Grizzlies,538942.3213708373
NBA,abdulta01,1226880,1997-98,1998,1997,Sacramento Kings,864580.9775857413
NBA,abdulta01,1411000,1998-99,1999,1998,Sacramento Kings,983349.4464993923
NBA,abdulta01,1594920,1999-00,2000,1999,Denver Nuggets,1097631.3681017999
NBA,abdulta01,4500000,2000-01,2001,2000,Denver Nuggets,3037245.392822502
NBA,abdulta01,5062500,2001-02,2002,2001,Denver Nuggets,3335840.0459572747
NBA,abdulta01,5625000,2002-03,2003,2002,Dallas Mavericks,3646635.5709033087
NBA,abdulta01,6187500,2003-04,2004,2003,Dallas Mavericks,3935957.4014260466
NBA,abdulta01,6750000,2004-05,2005,2004,Dallas Mavericks,4199088.145896656
NBA,abdulta01,3656250,2005-06,2006,2005,Dallas Mavericks,2207207.239771899
NBA,abdulta01,1968750,2006-07,2007,2006,Dallas Mavericks,1151779.1086101176
NBA,abdursh01,2186000,1996-97,1997,1996,Vancouver Grizzlies,1569505.2964644376
NBA,abdursh01,9000000,1999-00,2000,1999,Vancouver Grizzlies,6193841.893584756
NBA,abdursh01,10130000,2000-01,2001,2000,Vancouver Grizzlies,6837176.850953766
NBA,abdursh01,11250000,2001-02,2002,2001,Atlanta Hawks,7412977.879905054
NBA,abdursh01,12375000,2002-03,2003,2002,Atlanta Hawks,8022598.255987279
NBA,abdursh01,13500000,2003-04,2004,2003,Atlanta Hawks,8587543.421293193
NBA,abdursh01,14625000,2004-05,2005,2004,Portland Trail Blazers,9098024.316109423
NBA,abdursh01,5000000,2005-06,2006,2005,Sacramento Kings,3018403.06293593
NBA,abdursh01,5400000,2006-07,2007,2006,Sacramento Kings,3159165.555044894
NBA,abdursh01,5800000,2007-08,2008,2007,Sacramento Kings,3296007.1429349184
NBA,abdursh01,6600000,2009-10,2010,2009,Sacramento Kings,3625144.7094234773
NBA,abrinal01,5994764,2016-17,2017,2016,Oklahoma City Thunder,2982665.8387911725
NBA,abrinal01,5725000,2017-18,2018,2017,Oklahoma City Thunder,2791417.533959902
NBA,ackeral01,398762,2005-06,2006,2005,Detroit Pistons,240724.88843649146
NBA,ackeral01,839209,2006-07,2007,2006,Detroit Pistons,490962.9937562353
NBA,ackeral01,711517,2008-09,2009,2008,Los Angeles Clippers,396498.5556563984
NBA,acresma01,75000,1987-88,1988,1987,Boston Celtics,69423.75226136002
NBA,acresma01,300000,1988-89,1989,1988,Boston Celtics,269437.27413526067
NBA,acresma01,437000,1990-91,1991,1990,Orlando Magic,363667.28322224703
NBA,acresma01,547000,1991-92,1992,1991,Orlando Magic,438746.6765026819
NBA,acresma01,250000,1992-93,1993,1992,Houston Rockets,195626.42437327572
NBA,acyqu01,665000,2012-13,2013,2012,Toronto Raptors,349464.31987755874
NBA,acyqu01,788872,2013-14,2014,2013,Toronto Raptors,407067.6548580695
NBA,acyqu01,915243,2014-15,2015,2014,New York Knicks,464014.02896776824
NBA,acyqu01,981348,2015-16,2016,2015,Sacramento Kings,491932.3438955751
NBA,acyqu01,1914544,2016-17,2017,2016,Brooklyn Nets,952572.1088707756
NBA,acyqu01,1050961,2016-17,2017,2016,Dallas Mavericks,522900.56332523003
NBA,acyqu01,1709538,2017-18,2018,2017,Brooklyn Nets,833543.1175844093
NBA,adamsal01,500000,1984-85,1985,1984,Phoenix Suns,500000.0
NBA,adamsal01,600000,1985-86,1986,1985,Phoenix Suns,579566.9072737368
NBA,adamsal01,675000,1987-88,1988,1987,Phoenix Suns,624813.7703522401
NBA,adamsha01,412718,2006-07,2007,2006,New Jersey Nets,241452.68324944787
NBA,adamsha01,297163,2008-09,2009,2008,Los Angeles Clippers,165596.46543163736
NBA,adamsjo01,1344120,2014-15,2015,2014,Memphis Grizzlies,681448.027044355
NBA,adamsjo01,1404600,2015-16,2016,2015,Memphis Grizzlies,704101.0632677956
NBA,adamsjo01,1465080,2016-17,2017,2016,Memphis Grizzlies,728943.4691834692
NBA,adamsmi01,85000,1985-86,1986,1985,Sacramento Kings,82105.31186377938
NBA,adamsmi01,160000,1987-88,1988,1987,Denver Nuggets,148104.0048242347
NBA,adamsmi01,375000,1988-89,1989,1988,Denver Nuggets,336796.5926690759
NBA,adamsmi01,825000,1990-91,1991,1990,Denver Nuggets,686557.2280511529
NBA,adamsmi01,1309000,1991-92,1992,1991,Washington Bullets,1049944.057663639
NBA,adamsmi01,1309000,1992-93,1993,1992,Washington Bullets,1024299.9580184717
NBA,adamsmi01,1309000,1993-94,1994,1993,Washington Bullets,1000684.1951076607
NBA,adamsmi01,1240000,1994-95,1995,1994,Charlotte Hornets,927250.5838694422
NBA,adamsst01,2090880,2013-14,2014,2013,Oklahoma City Thunder,1078919.797114919
NBA,adamsst01,2184960,2014-15,2015,2014,Oklahoma City Thunder,1107740.8871014745
NBA,adamsst01,2279040,2015-16,2016,2015,Oklahoma City Thunder,1142442.3232449358
NBA,adamsst01,3140517,2016-17,2017,2016,Oklahoma City Thunder,1562549.0464750465
NBA,adamsst01,22471910,2017-18,2018,2017,Oklahoma City Thunder,10956940.36603823
NBA,addisra01,311000,1991-92,1992,1991,New Jersey Nets,249451.94952894712
NBA,addisra01,522000,1992-93,1993,1992,New Jersey Nets,408467.97409139975
NBA,addisra01,250000,1994-95,1995,1994,Detroit Pistons,186945.6822317424
NBA,addisra01,360000,1995-96,1996,1995,Charlotte Hornets,263511.9214586255
NBA,addisra01,290000,1996-97,1997,1996,Charlotte Hornets,208214.33484660884
NBA,adebaba01,2490360,2017-18,2018,2017,Miami Heat,1214259.3135148266
NBA,adrieje01,342666,2010-11,2011,2010,Golden State Warriors,187213.30883738457
NBA,adrieje01,270427,2011-12,2012,2011,Houston Rockets,144983.71920777432
NBA,adrieje01,804131,2012-13,2013,2012,Charlotte Bobcats,422579.0872292649
NBA,adrieje01,916099,2013-14,2014,2013,Charlotte Bobcats,472718.3517070229
NBA,adrieje01,981084,2014-15,2015,2014,Houston Rockets,497394.3964562569
NBA,afflaar01,944520,2007-08,2008,2007,Detroit Pistons,536749.0804560153
NBA,afflaar01,1015440,2008-09,2009,2008,Detroit Pistons,565862.0853131172
NBA,afflaar01,1086240,2009-10,2010,2009,Denver Nuggets,596632.9074491148
NBA,afflaar01,1959577,2010-11,2011,2010,Denver Nuggets,1070601.9683646336
NBA,afflaar01,7562500,2011-12,2012,2011,Denver Nuggets,4054474.503318061
NBA,afflaar01,7750000,2012-13,2013,2012,Orlando Magic,4072704.47977606
NBA,afflaar01,7312500,2013-14,2014,2013,Orlando Magic,3773339.9412701083
NBA,afflaar01,7750000,2014-15,2015,2014,Portland Trail Blazers,3929129.995531464
NBA,afflaar01,8000000,2015-16,2016,2015,New York Knicks,4010258.084965375
NBA,afflaar01,12500000,2016-17,2017,2016,Sacramento Kings,6219314.552647886
NBA,afflaar01,1500000,2017-18,2018,2017,Sacramento Kings,731375.7730899306
NBA,afflaar01,1471382,2017-18,2018,2017,Orlando Magic,717422.0985070722
NBA,agerma01,906480,2006-07,2007,2006,Dallas Mavericks,530318.5911735361
NBA,agerma01,974400,2007-08,2008,2007,New Jersey Nets,553729.2000130663
NBA,agerma01,1042440,2008-09,2009,2008,New Jersey Nets,580908.0518925844
NBA,agerma01,83305,2010-11,2011,2010,Minnesota Timberwolves,45513.13726105981
NBA,aguirma01,800000,1984-85,1985,1984,Dallas Mavericks,800000.0
NBA,aguirma01,626240,1985-86,1986,1985,Dallas Mavericks,604913.3000185082
NBA,aguirma01,715700,1987-88,1988,1987,Dallas Mavericks,662487.7265794048
NBA,aguirma01,715700,1988-89,1989,1988,Dallas Mavericks,642787.5236620202
NBA,aguirma01,1115000,1990-91,1991,1990,Detroit Pistons,927892.4960933763
NBA,aguirma01,1232000,1991-92,1992,1991,Detroit Pistons,988182.6425069545
NBA,aguirma01,1351000,1992-93,1993,1992,Detroit Pistons,1057165.197313182
NBA,aguirma01,1471000,1993-94,1994,1993,Detroit Pistons,1124527.4644792734
NBA,aguirma01,150000,1993-94,1994,1993,Los Angeles Clippers,114669.69386260437
NBA,ahearbl01,125562,2008-09,2009,2008,San Antonio Spurs,69970.43169077998
NBA,aingeda01,400000,1984-85,1985,1984,Boston Celtics,400000.0
NBA,aingeda01,550000,1985-86,1986,1985,Boston Celtics,531269.6650009254
NBA,aingeda01,625000,1987-88,1988,1987,Boston Celtics,578531.2688446668
NBA,aingeda01,675000,1988-89,1989,1988,Boston Celtics,606233.8668043365
NBA,aingeda01,725000,1990-91,1991,1990,Portland Trail Blazers,603338.1701055586
NBA,aingeda01,725000,1991-92,1992,1991,Portland Trail Blazers,581519.8180337192
NBA,aingeda01,1330000,1992-93,1993,1992,Phoenix Suns,1040732.5776658269
NBA,aingeda01,1690000,1993-94,1994,1993,Phoenix Suns,1291945.2175186758
NBA,aingeda01,2080000,1994-95,1995,1994,Phoenix Suns,1555388.0761680966
NBA,ajincal01,1276320,2008-09,2009,2008,Charlotte Bobcats,711239.557952058
NBA,ajincal01,1372080,2009-10,2010,2009,Charlotte Bobcats,753634.6292281462
NBA,ajincal01,1467840,2010-11,2011,2010,Toronto Raptors,801944.7019659568
NBA,ajincal01,981084,2014-15,2015,2014,New Orleans Pelicans,497394.3964562569
NBA,ajincal01,4300000,2015-16,2016,2015,New Orleans Pelicans,2155513.720668889
NBA,ajincal01,4600000,2016-17,2017,2016,New Orleans Pelicans,2288707.7553744223
NBA,ajincal01,4961798,2017-18,2018,2017,New Orleans Pelicans,2419292.565444048
NBA,akognjo01,788872,2013-14,2014,2013,Memphis Grizzlies,407067.6548580695
NBA,alabiso01,770000,2010-11,2011,2010,Toronto Raptors,420684.4209953311
NBA,alabiso01,830000,2011-12,2012,2011,Toronto Raptors,444986.9537525938
NBA,alarima01,232500,1987-88,1988,1987,Washington Bullets,215213.63201021604
NBA,alarima01,250000,1988-89,1989,1988,Washington Bullets,224531.06177938392
NBA,alarima01,500000,1990-91,1991,1990,Washington Bullets,416095.2897279714
NBA,alarima01,550000,1991-92,1992,1991,Washington Bullets,441152.96540489036
NBA,aldemfu01,3000000,2014-15,2015,2014,Philadelphia 76ers,1520953.5466573408
NBA,aldemfu01,3000000,2015-16,2016,2015,Philadelphia 76ers,1503846.7818620156
NBA,aldrico01,2126520,2010-11,2011,2010,Oklahoma City Thunder,1161810.1752402487
NBA,aldrico01,2286000,2011-12,2012,2011,Oklahoma City Thunder,1225590.573829433
NBA,aldrico01,2445480,2012-13,2013,2012,Sacramento Kings,1285124.8195100336
NBA,aldrico01,981084,2014-15,2015,2014,New York Knicks,497394.3964562569
NBA,aldrico01,1100600,2015-16,2016,2015,Los Angeles Clippers,551711.2560391114
NBA,aldrico01,7643979,2016-17,2017,2016,Minnesota Timberwolves,3803224.786786787
NBA,aldrico01,7300000,2017-18,2018,2017,Minnesota Timberwolves,3559362.095704329
NBA,aldrila01,4027320,2006-07,2007,2006,Portland Trail Blazers,2356105.6709524817
NBA,aldrila01,4329360,2007-08,2008,2007,Portland Trail Blazers,2460276.1179890893
NBA,aldrila01,4631400,2008-09,2009,2008,Portland Trail Blazers,2580884.8005979387
NBA,aldrila01,5844827,2009-10,2010,2009,Portland Trail Blazers,3210355.102506893
NBA,aldrila01,11244000,2010-11,2011,2010,Portland Trail Blazers,6143085.233339614
NBA,aldrila01,12372000,2011-12,2012,2011,Portland Trail Blazers,6632986.255213362
NBA,aldrila01,13500000,2012-13,2013,2012,Portland Trail Blazers,7094388.448642169
NBA,aldrila01,14128000,2013-14,2014,2013,Portland Trail Blazers,7290221.769608765
NBA,aldrila01,16006000,2014-15,2015,2014,Portland Trail Blazers,8114794.1559324665
NBA,aldrila01,19500000,2015-16,2016,2015,San Antonio Spurs,9775004.082103102
NBA,aldrila01,20575005,2016-17,2017,2016,San Antonio Spurs,10236994.241384242
NBA,aldrila01,21461010,2017-18,2018,2017,San Antonio Spurs,10464041.853360489
NBA,alexacl01,525093,2015-16,2016,2015,Portland Trail Blazers,263219.80607609043
NBA,alexacl01,51449,2016-17,2017,2016,Brooklyn Nets,25598.20115353449
NBA,alexaco01,490000,1995-96,1996,1995,San Antonio Spurs,358669.0042075736
NBA,alexaco01,521000,1996-97,1997,1996,San Antonio Spurs,374067.8222589076
NBA,alexaco01,562380,1997-98,1998,1997,San Antonio Spurs,396308.56332703214
NBA,alexaco01,1980000,1999-00,2000,1999,Denver Nuggets,1362645.2165886464
NBA,alexaco01,2160000,2000-01,2001,2000,Denver Nuggets,1457877.7885548011
NBA,alexaco01,1995741,2001-02,2002,2001,Denver Nuggets,1315056.3455128528
NBA,alexaco01,2149259,2002-03,2003,2002,Denver Nuggets,1393344.7680860576
NBA,alexaco01,2302778,2003-04,2004,2003,Denver Nuggets,1464830.0788591627
NBA,alexaco02,1319400,2000-01,2001,2000,Dallas Mavericks,890520.3491755576
NBA,alexaco02,1418400,2001-02,2002,2001,Washington Wizards,934628.2510984293
NBA,alexaco02,1517280,2002-03,2003,2002,New Orleans Hornets,983638.6167146973
NBA,alexaco02,2168193,2003-04,2004,2003,New Orleans Hornets,1379218.6320921446
NBA,alexaco02,79029,2004-05,2005,2004,Sacramento Kings,49162.92401215805
NBA,alexaga01,150000,1994-95,1995,1994,Cleveland Cavaliers,112167.40933904544
NBA,alexajo01,2403120,2008-09,2009,2008,Milwaukee Bucks,1339157.8965351554
NBA,alexajo01,2583360,2009-10,2010,2009,Chicago Bulls,1418947.5509903387
NBA,alexajo01,90465,2010-11,2011,2010,New Orleans Hornets,49424.9560329125
NBA,alexavi01,750000,1991-92,1992,1991,Golden State Warriors,601572.2255521233
NBA,alexavi01,942000,1992-93,1993,1992,Golden State Warriors,737120.3670385029
NBA,alexavi01,1160000,1993-94,1994,1993,Golden State Warriors,886778.9658708071
NBA,alexavi01,1377500,1994-95,1995,1994,Golden State Warriors,1030070.7090969005
NBA,alexavi01,1595000,1995-96,1996,1995,Toronto Raptors,1167504.2075736325
NBA,alexavi01,653350,2001-02,2002,2001,Detroit Pistons,430512.80869653047
NBA,alforst01,100000,1987-88,1988,1987,Dallas Mavericks,92565.00301514668
NBA,alforst01,150000,1988-89,1989,1988,Golden State Warriors,134718.63706763033
NBA,alforst01,250000,1990-91,1991,1990,Dallas Mavericks,208047.6448639857
NBA,allenja01,1713720,2017-18,2018,2017,Brooklyn Nets,835582.193239784
NBA,allenje01,200000,1995-96,1996,1995,Minnesota Timberwolves,146395.51192145862
NBA,allenje01,247500,1996-97,1997,1996,Indiana Pacers,177700.16508460583
NBA,allenje01,35000,1997-98,1998,1997,Cleveland Cavaliers,24664.46124763705
NBA,allenje01,510000,1999-00,2000,1999,Milwaukee Bucks,350984.37396980287
NBA,allenla01,473604,2011-12,2012,2011,Philadelphia 76ers,253912.7725843897
NBA,allenla01,3000000,2012-13,2013,2012,Philadelphia 76ers,1576530.7663649265
NBA,allenla01,3060000,2013-14,2014,2013,Philadelphia 76ers,1578997.6369622608
NBA,allenla01,948163,2014-15,2015,2014,Indiana Pacers,480703.9592197548
NBA,allenla01,3700000,2015-16,2016,2015,Indiana Pacers,1854744.3642964857
NBA,allenla01,4000000,2016-17,2017,2016,Indiana Pacers,1990180.6568473235
NBA,allenma01,332817,2001-02,2002,2001,Miami Heat,219303.56080500982
NBA,allenma01,512435,2002-03,2003,2002,Miami Heat,332206.879782371
NBA,allenma01,1510000,2003-04,2004,2003,Miami Heat,960532.6345298312
NBA,allenma01,1950625,2004-05,2005,2004,Miami Heat,1213458.713272543
NBA,allenma01,1670000,2005-06,2006,2005,Chicago Bulls,1008146.6230206006
NBA,allenma01,1803600,2006-07,2007,2006,Chicago Bulls,1055161.2953849945
NBA,allenma01,998398,2007-08,2008,2007,Dallas Mavericks,567366.7137055063
NBA,allenma01,1300000,2008-09,2009,2008,Milwaukee Bucks,724435.4279002722
NBA,allenma01,1300000,2009-10,2010,2009,Denver Nuggets,714043.6548864425
NBA,allenma01,1229255,2010-11,2011,2010,Orlando Magic,671595.3609488516
NBA,allenra02,1785000,1996-97,1997,1996,Milwaukee Bucks,1281595.1300041268
NBA,allenra02,2052360,1997-98,1998,1997,Milwaukee Bucks,1446295.8196057251
NBA,allenra02,2320000,1998-99,1999,1998,Milwaukee Bucks,1616846.7157183487
NBA,allenra02,9000000,1999-00,2000,1999,Milwaukee Bucks,6193841.893584756
NBA,allenra02,10130000,2000-01,2001,2000,Milwaukee Bucks,6837176.850953766
NBA,allenra02,11250000,2001-02,2002,2001,Milwaukee Bucks,7412977.879905054
NBA,allenra02,12375000,2002-03,2003,2002,Milwaukee Bucks,8022598.255987279
NBA,allenra02,13500000,2003-04,2004,2003,Seattle SuperSonics,8587543.421293193
NBA,allenra02,14625000,2004-05,2005,2004,Seattle SuperSonics,9098024.316109423
NBA,allenra02,13223140,2005-06,2006,2005,Seattle SuperSonics,7982553.255526123
NBA,allenra02,14611570,2006-07,2007,2006,Seattle SuperSonics,8548216.41650506
NBA,allenra02,16000000,2007-08,2008,2007,Boston Celtics,9092433.497751499
NBA,allenra02,18388430,2008-09,2009,2008,Boston Celtics,10247100.119587848
NBA,allenra02,18776860,2009-10,2010,2009,Boston Celtics,10313459.801300805
NBA,allenra02,10000000,2010-11,2011,2010,Boston Celtics,5463434.038900404
NBA,allenra02,10000000,2011-12,2012,2011,Boston Celtics,5361288.599428841
NBA,allenra02,3090000,2012-13,2013,2012,Miami Heat,1623826.6893558742
NBA,allenra02,3229050,2013-14,2014,2013,Miami Heat,1666229.5162199307
NBA,allento01,901920,2004-05,2005,2004,Boston Celtics,561072.8267477204
NBA,allento01,969696,2005-06,2006,2005,Boston Celtics,585386.6753033439
NBA,allento01,1037280,2006-07,2007,2006,Boston Celtics,606840.6012846236
NBA,allento01,1868141,2007-08,2008,2007,Boston Celtics,1061621.7379326865
NBA,allento01,2500000,2008-09,2009,2008,Boston Celtics,1393145.0536543697
NBA,allento01,2500000,2009-10,2010,2009,Boston Celtics,1373160.8747816202
NBA,allento01,3000000,2010-11,2011,2010,Memphis Grizzlies,1639030.2116701212
NBA,allento01,3150000,2011-12,2012,2011,Memphis Grizzlies,1688805.908820085
NBA,allento01,3300000,2012-13,2013,2012,Memphis Grizzlies,1734183.8430014192
NBA,allento01,4494382,2013-14,2014,2013,Memphis Grizzlies,2319156.391374418
NBA,allento01,4831461,2014-15,2015,2014,Memphis Grizzlies,2449475.914495541
NBA,allento01,5168539,2015-16,2016,2015,Memphis Grizzlies,2590896.9140261067
NBA,allento01,5505618,2016-17,2017,2016,Memphis Grizzlies,2739293.611897612
NBA,allento01,1471382,2017-18,2018,2017,Chicago Bulls,717422.0985070722
NBA,almonmo01,1005960,2007-08,2008,2007,Utah Jazz,571664.0250873811
NBA,almonmo01,1081440,2008-09,2009,2008,Utah Jazz,602641.1147295926
NBA,alstode01,150000,1994-95,1995,1994,Philadelphia 76ers,112167.40933904544
NBA,alstode01,350000,1995-96,1996,1995,Philadelphia 76ers,256192.14586255257
NBA,alstora01,301875,1999-00,2000,1999,Milwaukee Bucks,207751.78018065536
NBA,alstora01,423500,2000-01,2001,2000,Milwaukee Bucks,285838.5386356288
NBA,alstora01,625000,2001-02,2002,2001,Milwaukee Bucks,411832.1044391697
NBA,alstora01,37344,2002-03,2003,2002,Toronto Raptors,24209.770446189006
NBA,alstora01,688679,2003-04,2004,2003,Miami Heat,438078.5789505759
NBA,alstora01,3500000,2004-05,2005,2004,Toronto Raptors,2177304.964539007
NBA,alstora01,3850000,2005-06,2006,2005,Houston Rockets,2324170.358460666
NBA,alstora01,4200000,2006-07,2007,2006,Houston Rockets,2457128.7650349173
NBA,alstora01,4550000,2007-08,2008,2007,Houston Rockets,2585660.7759230826
NBA,alstora01,4900000,2008-09,2009,2008,Orlando Magic,2730564.3051625644
NBA,alstora01,4300000,2009-10,2010,2009,New Jersey Nets,2361836.704624387
NBA,alstora01,753133,2009-10,2010,2009,Miami Heat,413669.1076427624
NBA,amaecjo01,200000,1995-96,1996,1995,Cleveland Cavaliers,146395.51192145862
NBA,amaecjo01,385000,1999-00,2000,1999,Orlando Magic,264958.79211445904
NBA,amaecjo01,600000,2000-01,2001,2000,Orlando Magic,404966.0523763336
NBA,amaecjo01,2175000,2001-02,2002,2001,Utah Jazz,1433175.7234483105
NBA,amaecjo01,2392500,2002-03,2003,2002,Utah Jazz,1551035.6628242072
NBA,amaecjo01,2610000,2003-04,2004,2003,New York Knicks,1660258.3947833506
NBA,amaecjo01,1200000,2004-05,2005,2004,New York Knicks,746504.5592705167
NBA,amayaas01,225000,1995-96,1996,1995,Vancouver Grizzlies,164694.95091164095
NBA,amayaas01,247500,1996-97,1997,1996,Washington Bullets,177700.16508460583
NBA,aminual01,2563320,2010-11,2011,2010,Los Angeles Clippers,1400452.9740594183
NBA,aminual01,2755560,2011-12,2012,2011,New Orleans Hornets,1477335.2413042136
NBA,aminual01,2947800,2012-13,2013,2012,New Orleans Hornets,1549099.1310301768
NBA,aminual01,3700000,2013-14,2014,2013,New Orleans Pelicans,1909245.5087452172
NBA,aminual01,981084,2014-15,2015,2014,Dallas Mavericks,497394.3964562569
NBA,aminual01,7500000,2015-16,2016,2015,Portland Trail Blazers,3759616.9546550387
NBA,aminual01,7680965,2016-17,2017,2016,Portland Trail Blazers,3821626.992230326
NBA,aminual01,7319035,2017-18,2018,2017,Portland Trail Blazers,3568643.2542648404
NBA,amundlo01,105696,2006-07,2007,2006,Philadelphia 76ers,61835.400464078724
NBA,amundlo01,75000,2006-07,2007,2006,Sacramento Kings,43877.29937562353
NBA,amundlo01,35232,2006-07,2007,2006,Utah Jazz,20611.800154692908
NBA,amundlo01,687456,2007-08,2008,2007,Philadelphia 76ers,390665.4976643909
NBA,amundlo01,797581,2008-09,2009,2008,Phoenix Suns,444458.4100154823
NBA,amundlo01,855189,2009-10,2010,2009,Phoenix Suns,469724.8301374476
NBA,amundlo01,2225000,2010-11,2011,2010,Golden State Warriors,1215614.07365534
NBA,amundlo01,2403000,2011-12,2012,2011,Indiana Pacers,1288317.6504427504
NBA,amundlo01,1069509,2012-13,2013,2012,Minnesota Timberwolves,562037.9478013954
NBA,amundlo01,409167,2014-15,2015,2014,New York Knicks,207441.33327504806
NBA,amundlo01,1650000,2015-16,2016,2015,New York Knicks,827115.7300241085
NBA,amundlo01,1551659,2016-17,2017,2016,New York Knicks,772020.4319557654
NBA,anderch01,288171,2001-02,2002,2001,Denver Nuggets,189884.91098934395
NBA,anderch01,512435,2002-03,2003,2002,Denver Nuggets,332206.879782371
NBA,anderch01,638679,2003-04,2004,2003,Denver Nuggets,406272.86257541593
NBA,anderch01,1600000,2004-05,2005,2004,New Orleans Hornets,995339.4123606889
NBA,anderch01,3500000,2005-06,2006,2005,New Orleans/Oklahoma City Hornets,2112882.144055151
NBA,anderch01,998398,2008-09,2009,2008,Denver Nuggets,556365.2941113662
NBA,anderch01,3650000,2009-10,2010,2009,Denver Nuggets,2004814.8771811656
NBA,anderch01,4533300,2010-11,2011,2010,Denver Nuggets,2476738.55285472
NBA,anderch01,4234000,2011-12,2012,2011,Denver Nuggets,2269969.592998171
NBA,anderch01,4526000,2012-13,2013,2012,Denver Nuggets,2378459.4161892193
NBA,anderch01,699952,2012-13,2013,2012,Miami Heat,367831.954326221
NBA,anderch01,1399507,2013-14,2014,2013,Miami Heat,722162.8254614845
NBA,anderch01,5375000,2014-15,2015,2014,Miami Heat,2725041.7710944023
NBA,anderch01,5000000,2015-16,2016,2015,Memphis Grizzlies,2506411.303103359
NBA,anderch01,1551659,2016-17,2017,2016,Charlotte Hornets,772020.4319557654
NBA,anderda03,2300000,2009-10,2010,2009,Houston Rockets,1263308.0047990906
NBA,anderda03,2500000,2010-11,2011,2010,New Orleans Hornets,1365858.509725101
NBA,anderal01,398762,2005-06,2006,2005,Charlotte Bobcats,240724.88843649146
NBA,anderal01,102131,2006-07,2007,2006,Charlotte Bobcats,59749.766167090755
NBA,anderal01,885120,2012-13,2013,2012,Toronto Raptors,465139.6373083079
NBA,anderal01,947907,2013-14,2014,2013,Brooklyn Nets,489131.67093463585
NBA,anderal01,1276061,2014-15,2015,2014,Brooklyn Nets,646943.167900371
NBA,anderal01,4000000,2015-16,2016,2015,Washington Wizards,2005129.0424826874
NBA,anderal01,1315448,2016-17,2017,2016,Los Angeles Clippers,654494.7911721246
NBA,anderde01,1107240,1997-98,1998,1997,Cleveland Cavaliers,780270.80205239
NBA,anderde01,1273000,1998-99,1999,1998,Cleveland Cavaliers,887174.9435816628
NBA,anderde01,1439400,1999-00,2000,1999,Los Angeles Clippers,990601.7801806553
NBA,anderde01,2250000,2000-01,2001,2000,San Antonio Spurs,1518622.696411251
NBA,anderde01,6495000,2001-02,2002,2001,Portland Trail Blazers,4279759.229331852
NBA,anderde01,7144500,2002-03,2003,2002,Portland Trail Blazers,4631713.393123322
NBA,anderde01,7794000,2003-04,2004,2003,Portland Trail Blazers,4957875.068559936
NBA,anderde01,8443500,2004-05,2005,2004,Portland Trail Blazers,5252592.705167173
NBA,anderde01,9093000,2005-06,2006,2005,Portland Trail Blazers,5489267.810255283
NBA,anderde01,1670000,2005-06,2006,2005,Houston Rockets,1008146.6230206006
NBA,anderde01,9742500,2006-07,2007,2006,Portland Trail Blazers,5699661.188893496
NBA,anderde01,901397,2006-07,2007,2006,Charlotte Bobcats,527344.8803371856
NBA,anderde01,400000,2006-07,2007,2006,Miami Heat,234012.2633366588
NBA,anderde01,1219590,2007-08,2008,2007,Charlotte Bobcats,693065.0605951719
NBA,anderer01,140000,1992-93,1993,1992,New York Knicks,109550.79764903442
NBA,anderer01,250000,1993-94,1994,1993,New York Knicks,191116.15643767396
NBA,andergr01,185000,1987-88,1988,1987,San Antonio Spurs,171245.25557802137
NBA,andergr01,200000,1988-89,1989,1988,San Antonio Spurs,179624.84942350714
NBA,andergr01,1365000,1990-91,1991,1990,Denver Nuggets,1135940.140957362
NBA,andergr01,1465000,1991-92,1992,1991,Denver Nuggets,1175071.0805784808
NBA,andergr01,650000,1993-94,1994,1993,Detroit Pistons,496902.00673795224
NBA,andergr01,400000,1994-95,1995,1994,Detroit Pistons,299113.09157078783
NBA,andergr01,110000,1994-95,1995,1994,Atlanta Hawks,82256.10018196666
NBA,andergr01,485000,1995-96,1996,1995,San Antonio Spurs,355009.11640953715
